"chromosome","window_start","window_end","snp_count","T2D","T1D_p1","T1D_p2","new_term_p1","new_term_p2","T2D_diff","FST"
"1",17500001,18000000,9763,839.247661367757,51.9419390463445,26.5607470099058,787.305722321413,812.686914357851,799.996318339632,-0.001371354
"1",18000001,18500000,8043,703.192618030851,95.2874008765502,82.7394024707464,607.905217154301,620.453215560105,614.179216357203,0.000779531
"1",18500001,19000000,5141,804.704593085931,157.528085236772,59.6190004982927,647.176507849159,745.085592587639,696.131050218399,0.015803502
"1",19000001,19500000,9221,968.144211697567,245.611437009749,116.800776942328,722.532774687817,851.343434755239,786.938104721528,0.006777121
"1",19500001,20000000,2415,709.798026286466,167.291867906573,76.7081997230052,542.506158379892,633.089826563461,587.797992471676,0.015571438
"1",2000001,2500000,14841,1062.69389084753,117.112968469737,201.833605990949,945.580922377791,860.860284856579,903.220603617185,-0.001442586
"1",2500001,3000000,10493,759.586952782469,77.1840779116319,81.6295936671377,682.402874870837,677.957359115331,680.180116993084,0.005189411
"1",3000001,3500000,11093,871.781122149434,66.8988948765327,40.6493818078015,804.882227272901,831.131740341632,818.006983807267,0.005591256
"1",3500001,4000000,15030,1573.49019280099,410.432569516241,146.965005989186,1163.05762328475,1426.52518681181,1294.79140504828,-0.002184705
"1",4000001,4500000,9430,943.420540730847,144.739817706315,85.2702765332797,798.680723024532,858.150264197568,828.41549361105,-0.0057787
"1",4500001,5000000,16857,1912.73916330963,200.449284352973,50.4491125282075,1712.28987895665,1862.29005078142,1787.28996486904,0.020695237
"1",5000001,5500000,11632,1860.0028676441,103.823148325639,74.8220765447768,1756.17971931846,1785.18079109932,1770.68025520889,0.021978013
"1",500001,1000000,8555,765.229580259445,52.9309574754006,68.8899313793372,712.298622784045,696.339648880108,704.319135832076,-0.001644723
"1",5500001,6000000,13124,1522.29699612921,305.507184227172,145.437916421943,1216.78981190204,1376.85907970727,1296.82444580465,0.008512664
"1",6000001,6500000,11741,1186.64436288382,143.051931374561,117.427965220268,1043.59243150926,1069.21639766355,1056.4044145864,2.5e-05
"1",6500001,7000000,13013,1126.16840482072,94.7503660848888,176.889044486888,1031.41803873584,949.279360333836,990.348699534836,0.00391803
"1",7000001,7500000,12612,1708.88633576853,211.38421103271,342.623053976684,1497.50212473582,1366.26328179185,1431.88270326384,0.009096641
"1",7500001,8000000,7992,2306.21627783262,285.94571670462,135.482181271407,2020.270561128,2170.73409656121,2095.5023288446,0.026037452
"1",8000001,8500000,11411,1909.05045695973,289.447574222431,282.769168026716,1619.60288273729,1626.28128893301,1622.94208583515,-0.002827054
"1",8500001,9000000,11895,1383.34570719372,264.553133859474,215.448006319435,1118.79257333424,1167.89770087428,1143.34513710426,0.008750441
"1",9000001,9500000,9174,1899.28286426814,328.351972878605,327.237544436604,1570.93089138954,1572.04531983154,1571.48810561054,0.011222637
"1",9500001,10000000,7771,1367.97921326305,202.372463010208,79.9036771492829,1165.60675025285,1288.07553611377,1226.84114318331,0.010413105
"10",1,500000,5718,688.460715355846,88.9936319821718,57.4268060928734,599.467083373675,631.033909262973,615.250496318324,0.013440727
"10",10000001,10500000,15363,1890.17246808426,317.713128817064,396.851146060304,1572.4593392672,1493.32132202396,1532.89033064558,0.015360915
"10",1000001,1500000,7169,777.370090047989,46.7930764141056,102.578287111814,730.577013633883,674.791802936175,702.684408285029,0.015659593
"10",10500001,11000000,10114,2334.98810540632,132.497942880524,218.68623223617,2202.49016252579,2116.30187317014,2159.39601784797,0.02461808
"10",11000001,11500000,10454,1141.81139229293,78.1593996651063,164.208607802997,1063.65199262783,977.602784489936,1020.62738855888,0.003919442
"10",11500001,12000000,9469,1026.23329405792,93.0944558352639,158.531957582367,933.138838222658,867.701336475555,900.420087349106,0.007420227
"10",12000001,12500000,14176,824.66641360175,89.7434225681645,75.1813873072679,734.922991033585,749.485026294482,742.204008664034,0.010707066
"10",12500001,13000000,9450,834.139847810817,79.7621504163253,52.9690895800595,754.377697394491,781.170758230757,767.774227812624,0.004733501
"10",13000001,13500000,8977,1062.66240466089,75.1546179487195,48.2354564199486,987.507786712173,1014.42694824094,1000.96736747656,-0.003449516
"10",13500001,14000000,8571,690.394478010072,46.7979467481928,61.9798985355737,643.596531261879,628.414579474498,636.005555368189,0.011175504
"10",14000001,14500000,9911,679.724103688728,104.298207976244,125.05834112539,575.425895712484,554.665762563338,565.045829137911,0.00900621
"10",14500001,15000000,7065,547.045524805755,70.3965124555543,93.5062256234523,476.649012350201,453.539299182303,465.094155766252,0.008514426
"10",15000001,15500000,11053,967.579157564876,172.604754746688,189.45246131465,794.974402818189,778.126696250227,786.550549534208,0.006379722
"10",1500001,2000000,8235,780.711396822939,53.3932794099674,36.5993867984798,727.318117412971,744.112010024459,735.715063718715,0.018554592
"10",15500001,16000000,11219,968.497438360297,143.153039355326,202.683795139135,825.344399004971,765.813643221161,795.579021113066,0.012709231
"10",16000001,16500000,10579,754.175742602645,211.423162815598,120.536760136369,542.752579787048,633.638982466277,588.195781126662,0.007123413
"10",16500001,17000000,5139,828.754978193683,159.578109532449,169.237903520741,669.176868661234,659.517074672942,664.346971667088,0.011038542
"10",2000001,2500000,9368,915.274417409761,200.005788581271,221.934279359266,715.268628828489,693.340138050495,704.304383439492,-0.001022331
"10",2500001,3000000,7492,754.86637328942,143.435030398294,156.463274286929,611.431342891126,598.403099002491,604.917220946809,0.002439099
"10",3000001,3500000,7983,661.621713833418,135.283885317142,112.363019402444,526.337828516276,549.258694430973,537.798261473625,0.01061202
"10",3500001,4000000,11740,1049.59451825466,71.7385169226036,52.1949161309458,977.856001332053,997.399602123711,987.627801727882,-0.000473666
"10",4000001,4500000,11212,1037.76027629626,139.645780903869,42.3247845029109,898.114495392394,995.435491793352,946.774993592873,0.001235967
"10",4500001,5000000,10086,861.605309907376,46.9229624838918,29.2554941722483,814.682347423484,832.349815735128,823.516081579306,0.002676385
"10",5000001,5500000,8751,827.07180661615,84.8023195634596,123.900679727943,742.26948705269,703.171126888206,722.720306970448,0.00532734
"10",500001,1000000,7523,853.944744002845,104.111774331395,94.96052974739,749.83296967145,758.984214255455,754.408591963453,0.010530133
"10",5500001,6000000,15416,759.903843812644,45.1928394288407,53.9183598180243,714.711004383804,705.98548399462,710.348244189212,0.004502284
"10",6000001,6500000,10867,987.666792282951,31.7913294273021,104.180770495004,955.875462855649,883.486021787947,919.680742321798,-0.00240314
"10",6500001,7000000,12454,1648.97381567542,203.375135783514,105.279624468501,1445.5986798919,1543.69419120692,1494.64643554941,0.005839585
"10",7000001,7500000,8138,1827.68707564159,420.006428411012,290.143941846909,1407.68064723058,1537.54313379468,1472.61189051263,0.009785372
"10",7500001,8000000,9909,1921.31205944513,169.96607511412,259.706291534021,1751.34598433101,1661.60576791111,1706.47587612106,0.01803231
"10",8000001,8500000,9535,2594.13875593274,136.084172428207,346.453835680542,2458.05458350453,2247.6849202522,2352.86975187837,0.021418339
"10",8500001,9000000,13112,1628.76133762096,207.85532040862,361.015017420112,1420.90601721234,1267.74632020085,1344.3261687066,0.014156901
"10",9000001,9500000,12722,1792.645973985,246.71035150814,433.192655407096,1545.93562247686,1359.4533185779,1452.69447052738,0.012578119
"10",9500001,10000000,9480,2690.06416077161,475.748805122363,517.274134874708,2214.31535564925,2172.7900258969,2193.55269077307,0.009070584
"11",1,500000,9161,839.598405753874,51.1187153946667,126.731334987213,788.479690359207,712.867070766661,750.673380562934,0.0070271
"11",10000001,10500000,15915,1621.71204392379,81.0769366435707,68.1645601857454,1540.63510728022,1553.54748373805,1547.09129550913,0.019603069
"11",1000001,1500000,6725,678.478040945673,59.7606580921856,67.1678194043925,618.717382853487,611.31022154128,615.013802197383,0.004800685
"11",10500001,11000000,16023,849.482399979897,108.485692911287,114.485229248967,740.996707068611,734.997170730931,737.996938899771,0.008481052
"11",11000001,11500000,12235,913.282517990709,129.742972564563,126.484258162731,783.539545426145,786.798259827978,785.168902627061,0.007073922
"11",11500001,12000000,14896,966.170277799305,60.5642918415251,34.7028820087435,905.60598595778,931.467395790562,918.536690874171,0.013449688
"11",12000001,12500000,11329,654.585752896965,127.827034492133,71.8671227715968,526.758718404832,582.718630125368,554.7386742651,0.002913258
"11",12500001,13000000,8459,1022.78573558936,126.711617638808,85.2935308739834,896.074117950557,937.492204715381,916.783161332969,-0.003798247
"11",13000001,13500000,11509,961.204188354255,47.8194693317928,43.8795339160424,913.384719022462,917.324654438213,915.354686730338,-0.002131632
"11",13500001,14000000,7477,841.769538337932,204.413357877798,143.953774659516,637.356180460134,697.815763678416,667.585972069275,-0.002212853
"11",14000001,14500000,12322,801.25861951377,48.7525246871519,49.0767746113706,752.506094826618,752.181844902399,752.343969864509,0.007913879
"11",14500001,15000000,10345,649.915255594446,54.1175380930945,21.2454408270423,595.797717501351,628.669814767403,612.233766134377,0.003685341
"11",15000001,15500000,6674,647.858079736048,48.7614000841859,30.4343093296484,599.096679651862,617.4237704064,608.260225029131,0.003959628
"11",1500001,2000000,9898,1117.74222864644,104.111751052173,72.4959501948179,1013.63047759427,1045.24627845162,1029.43837802295,0.016174053
"11",15500001,16000000,10255,664.053069669957,80.5280636331881,62.3886518393847,583.525006036769,601.664417830572,592.594711933671,0.00450069
"11",16000001,16500000,10745,620.313521112897,76.6482728306728,69.9888109063322,543.665248282225,550.324710206565,546.994979244395,0.003114956
"11",16500001,17000000,2956,542.839047001282,33.2217226274952,23.0745877725349,509.617324373787,519.764459228747,514.690891801267,0.000545498
"11",2000001,2500000,11292,863.399781735148,56.491903662798,24.1667323648289,806.90787807235,839.233049370319,823.070463721335,0.013996882
"11",2500001,3000000,17236,1343.13090014143,164.737335663929,67.7938548661186,1178.3935644775,1275.33704527532,1226.86530487641,0.014250663
"11",3000001,3500000,8456,792.474752337293,73.8809423620842,86.496825629758,718.593809975209,705.977926707536,712.285868341372,0.010497127
"11",3500001,4000000,16065,1024.76556090242,157.749940159847,300.95213149098,867.015620742575,723.813429411442,795.414525077009,0.004381485
"11",4000001,4500000,13094,768.072070414055,80.9144337544858,10.1600186189753,687.157636659569,757.91205179508,722.534844227324,-0.00025254
"11",4500001,5000000,15185,1398.1096723426,94.5002952808863,15.8448105910211,1303.60937706172,1382.26486175158,1342.93711940665,-0.005256118
"11",5000001,5500000,16793,1928.20972819417,135.906228007341,57.5479080410732,1792.30350018683,1870.66182015309,1831.48266016996,-0.007588899
"11",500001,1000000,10308,723.557642938918,59.0621297813195,68.4627918265323,664.495513157599,655.094851112386,659.795182134993,-0.001384679
"11",5500001,6000000,13704,916.531051050551,73.0532742719224,44.787645516597,843.477776778629,871.743405533955,857.610591156292,0.000192712
"11",6000001,6500000,12446,1777.26866631745,362.26787578396,311.155587633402,1415.00079053349,1466.11307868405,1440.55693460877,0.008753541
"11",6500001,7000000,10893,1639.31131977015,326.741658044979,337.722545949393,1312.56966172517,1301.58877382075,1307.07921777296,-0.003574435
"11",7000001,7500000,14679,1477.02583952501,219.750284539477,322.192633197439,1257.27555498554,1154.83320632757,1206.05438065655,0.009050168
"11",7500001,8000000,14129,1129.13649714604,103.609991985053,138.608838059241,1025.52650516099,990.527659086802,1008.0270821239,0.003682523
"11",8000001,8500000,11000,987.323584073369,119.314059190889,88.0363887926796,868.00952488248,899.287195280689,883.648360081585,0.005157477
"11",8500001,9000000,7804,1710.05123982436,171.097400697094,132.869481061964,1538.95383912727,1577.1817587624,1558.06779894483,0.019543853
"11",9000001,9500000,8310,2832.10708811681,211.208591666407,329.497081624693,2620.89849645041,2502.61000649212,2561.75425147126,0.024516693
"11",9500001,10000000,12284,1185.85946384724,135.440434708056,58.2325421729765,1050.41902913919,1127.62692167427,1089.02297540673,0.009212747
"12",1,500000,13947,1363.51768978362,194.300024175813,471.445960446435,1169.21766560781,892.071729337185,1030.6446974725,0.013220948
"12",10000001,10500000,19796,1381.96245830669,66.1373448083177,58.6208032144641,1315.82511349837,1323.34165509223,1319.5833842953,0.019266524
"12",1000001,1500000,8986,724.632896554453,31.4843125706248,56.7092657670873,693.148583983828,667.923630787365,680.536107385597,0.000549402
"12",10500001,11000000,19707,957.855863679317,181.508441578888,174.761955576862,776.347422100429,783.093908102455,779.720665101442,0.004234399
"12",11000001,11500000,12653,1055.12751970461,84.2515408525651,113.430279909575,970.87597885204,941.69723979503,956.286609323535,0.005209826
"12",11500001,12000000,9670,1035.25933225991,105.012866660109,68.5175649467274,930.246465599805,966.741767313186,948.494116456495,0.000376766
"12",12000001,12500000,12058,1206.28229710998,147.907232909143,60.4656946091563,1058.37506420084,1145.81660250082,1102.09583335083,0.00109202
"12",12500001,13000000,13176,987.235745233687,286.667150946712,51.4356203800999,700.568594286975,935.800124853587,818.184359570281,0.006091437
"12",13000001,13500000,10658,798.914630317042,73.761214560247,63.5007546559209,725.153415756795,735.413875661121,730.283645708958,0.003433486
"12",13500001,14000000,12023,892.677236567106,76.6424676494207,72.7947525842465,816.034768917685,819.882483982859,817.958626450272,0.004408126
"12",14000001,14500000,8033,855.890418757874,91.4800203321356,73.274943901677,764.410398425738,782.615474856197,773.512936640967,0.011757678
"12",14500001,15000000,7219,901.35179852639,84.1697686543339,56.7788343981956,817.182029872056,844.572964128194,830.877497000125,0.003606361
"12",15000001,15500000,8895,821.364772487752,89.9646339908359,81.17873491309,731.400138496916,740.186037574662,735.793088035789,0.002287263
"12",1500001,2000000,8215,707.347060195461,103.447381399106,81.4218957612611,603.899678796355,625.9251644342,614.912421615278,0.010752922
"12",15500001,16000000,10321,708.678532762715,74.7517322194763,48.6402818507049,633.926800543239,660.03825091201,646.982525727624,0.006490705
"12",16000001,16500000,10097,981.654783215839,141.678488508333,118.243304832678,839.976294707507,863.411478383161,851.693886545334,0.003225403
"12",16500001,17000000,116,325.804799733135,20.0877118290989,15.3035258370875,305.717087904037,310.501273896048,308.109180900042,0.134161808
"12",2000001,2500000,8331,879.834222121804,86.4768612871267,89.8616883463401,793.357360834678,789.972533775464,791.664947305071,0.011100542
"12",2500001,3000000,9808,859.871585609013,32.3057743895333,69.1387380642846,827.56581121948,790.732847544728,809.149329382104,0.009206126
"12",3000001,3500000,15321,1273.28393926373,100.92805881353,377.860095904354,1172.3558804502,895.423843359371,1033.88986190478,0.006582944
"12",3500001,4000000,12403,1039.88746854648,52.4712040598679,31.1279460221413,987.416264486616,1008.75952252434,998.087893505479,0.00913543
"12",4000001,4500000,12514,799.748075221927,88.7749144277768,75.3799576390302,710.97316079415,724.368117582897,717.670639188524,0.006318938
"12",4500001,5000000,13282,718.878833305935,47.4969029377098,49.8586634461244,671.381930368225,669.02016985981,670.201050114018,0.004156026
"12",5000001,5500000,8686,950.112335055019,87.6887772732007,178.042712250506,862.423557781818,772.069622804513,817.246590293165,0.008238397
"12",500001,1000000,13365,1746.39787045398,213.482010912441,75.2798362894391,1532.91585954154,1671.11803416454,1602.01694685304,0.022927036
"12",5500001,6000000,14274,1228.8752734873,115.398230421968,41.389255721675,1113.47704306533,1187.48601776562,1150.48153041548,0.016065411
"12",6000001,6500000,11163,1773.49333687979,373.917857339518,560.809116199671,1399.57547954028,1212.68422068012,1306.1298501102,0.001532914
"12",6500001,7000000,10795,1436.57758936434,122.756968331843,213.529171597504,1313.8206210325,1223.04841776684,1268.43451939967,0.01128273
"12",7000001,7500000,14063,1435.15777609588,230.240910228575,64.4002258385881,1204.9168658673,1370.75755025729,1287.83720806229,0.000993789
"12",7500001,8000000,13881,1311.73268308339,71.6618999389466,162.771741841279,1240.07078314445,1148.96094124211,1194.51586219328,0.001274126
"12",8000001,8500000,10991,2155.63701589406,358.598414326523,641.954911797598,1797.03860156753,1513.68210409646,1655.36035283199,0.008594853
"12",8500001,9000000,11714,1621.23583146368,191.974429845577,312.412237539043,1429.2614016181,1308.82359392464,1369.04249777137,0.004965244
"12",9000001,9500000,16263,2140.14422909869,52.2277009345999,236.600767718744,2087.91652816409,1903.54346137994,1995.72999477202,0.023911648
"12",9500001,10000000,15987,1190.21398975031,157.819467432913,75.0005968899641,1032.39452231739,1115.21339286034,1073.80395758887,0.012631639
"13",1,500000,6245,704.012760966361,114.117929174143,81.3297544969682,589.894831792219,622.683006469393,606.288919130806,0.003057721
"13",10000001,10500000,15893,1287.49905123678,36.7669855479908,192.469174394937,1250.73206568879,1095.02987684184,1172.88097126532,-0.002413714
"13",1000001,1500000,10600,704.830237149057,127.384974369808,124.380154847895,577.445262779249,580.450082301162,578.947672540206,-0.001913783
"13",10500001,11000000,16274,1015.255011081,18.4895543520979,54.1147845042578,996.765456728899,961.140226576739,978.952841652819,0.002154666
"13",11000001,11500000,14045,1119.23384589882,69.1694071550737,138.431288677501,1050.06443874375,980.802557221323,1015.43349798254,0.003677987
"13",11500001,12000000,13453,729.161255789222,88.1073869526153,43.3761651839886,641.053868836607,685.785090605234,663.41947972092,0.00502328
"13",12000001,12500000,11184,723.915652609547,96.3412221102917,59.22269216532,627.574430499255,664.692960444227,646.133695471741,0.002511114
"13",12500001,13000000,9140,566.820230981364,58.473857266421,93.2998639760481,508.346373714943,473.520367005316,490.93337036013,0.001516982
"13",13000001,13500000,9207,941.994226923009,75.7149988669262,38.1025797101029,866.279228056083,903.891647212906,885.085437634494,0.011695104
"13",13500001,14000000,6024,617.311339347099,49.1895774639561,51.1088395534607,568.121761883143,566.202499793639,567.162130838391,-0.001831891
"13",14000001,14500000,7779,786.270615618778,49.2654439382459,116.852044723462,737.005171680532,669.418570895315,703.211871287924,-0.001101036
"13",14500001,15000000,6189,589.137448976471,44.5290076474048,19.0177791594615,544.608441329066,570.11966981701,557.364055573038,-0.001785715
"13",15000001,15500000,8327,873.662356865359,288.640094731571,259.270313656991,585.022262133789,614.392043208369,599.707152671079,-0.003851406
"13",1500001,2000000,11142,748.332929354365,66.9252080079168,62.7007234479242,681.407721346448,685.632205906441,683.519963626444,0.003614541
"13",15500001,16000000,10095,800.298445186112,124.241183982987,91.0237416899035,676.057261203125,709.274703496209,692.665982349667,0.011466893
"13",16000001,16500000,6484,766.155688980783,67.960428583654,135.345634137993,698.195260397129,630.81005484279,664.50265761996,0.012747355
"13",2000001,2500000,16010,784.761971551692,32.7045032433525,57.1036581453809,752.05746830834,727.658313406311,739.857890857325,-0.001687925
"13",2500001,3000000,10393,627.825209792616,47.0066633490496,44.2187487401097,580.818546443566,583.606461052506,582.212503748036,0.006350717
"13",3000001,3500000,8598,767.823455161793,75.2588435436337,43.4754735518072,692.56461161816,724.347981609986,708.456296614073,0.001128038
"13",3500001,4000000,11692,645.262449472066,66.2103608015168,105.543259758473,579.052088670549,539.719189713593,559.385639192071,0.004717247
"13",4000001,4500000,14040,639.061456196272,41.7800741826941,49.5583848442766,597.281382013578,589.503071351995,593.392226682787,-0.000412354
"13",4500001,5000000,15076,1148.62677203826,122.212402957259,186.735332615091,1026.414369081,961.891439423169,994.152904252085,0.002468658
"13",5000001,5500000,11277,1540.87470269963,119.627448715997,178.485409428627,1421.24725398363,1362.389293271,1391.81827362732,0.017288571
"13",500001,1000000,13525,830.577056970709,123.5311867774,163.876759999112,707.045870193309,666.700296971598,686.873083582454,-0.000855038
"13",5500001,6000000,12710,1138.92331422758,249.571511166636,229.117764119495,889.351803060941,909.805550108082,899.578676584511,0.006896243
"13",6000001,6500000,15091,1275.28171502257,135.013849652751,87.0480741684732,1140.26786536982,1188.2336408541,1164.25075311196,-0.001155827
"13",6500001,7000000,14734,794.572529076191,96.8040873538412,130.156850856496,697.76844172235,664.415678219695,681.092059971023,3.6e-05
"13",7000001,7500000,10569,1502.66350222388,156.74422664984,365.189719750924,1345.91927557404,1137.47378247295,1241.69652902349,0.00688251
"13",7500001,8000000,8160,1627.71475978299,377.016984684436,361.659811117963,1250.69777509855,1266.05494866503,1258.37636188179,0.001254178
"13",8000001,8500000,8959,1947.81944536991,643.364976627839,274.326705044397,1304.45446874207,1673.49274032551,1488.97360453379,-0.000482187
"13",8500001,9000000,7220,2072.24041992256,85.3557460603333,51.2069315445842,1986.88467386222,2021.03348837797,2003.9590811201,0.025440708
"13",9000001,9500000,10467,1721.2386013488,198.468453784764,104.997136467457,1522.77014756404,1616.24146488134,1569.50580622269,0.014349407
"13",9500001,10000000,12546,1581.4774046962,90.4683377093752,73.9159438333299,1491.00906698682,1507.56146086287,1499.28526392484,0.018079671
"14",1,500000,7833,652.885792900939,120.210278840823,130.388806036237,532.675514060116,522.496986864702,527.586250462409,0.004780219
"14",10000001,10500000,10302,885.772349193896,40.7370727498492,99.8650427676184,845.035276444047,785.907306426278,815.471291435162,0.012297399
"14",1000001,1500000,8501,647.722417825629,73.2790201468597,87.6900599187211,574.44339767877,560.032357906908,567.237877792839,-0.001614641
"14",10500001,11000000,13933,1838.31301087578,77.8824875420833,69.6196942956012,1760.43052333369,1768.69331658017,1764.56191995693,0.025404021
"14",11000001,11500000,9185,821.865671957406,90.6370206370775,51.2177401462977,731.228651320329,770.647931811109,750.938291565719,0.010068331
"14",11500001,12000000,10329,659.289603628073,84.7191719223629,45.528358491094,574.57043170571,613.761245136979,594.165838421344,0.01239718
"14",12000001,12500000,13863,1130.49381817575,174.750604540081,108.223855227639,955.743213635666,1022.26996294811,989.006588291886,-0.000727717
"14",12500001,13000000,11393,841.739663212968,162.089111058158,183.537077573856,679.65055215481,658.202585639112,668.926568896961,-0.001891221
"14",13000001,13500000,13097,736.747423090943,128.422659470554,137.154633633239,608.324763620389,599.592789457703,603.958776539046,0.001011563
"14",13500001,14000000,11446,744.522127820033,195.856891417003,111.135720413004,548.665236403031,633.38640740703,591.02582190503,0.000244895
"14",14000001,14500000,12537,692.943297758698,154.202170204371,91.679760722327,538.741127554327,601.263537036371,570.002332295349,0.00316292
"14",14500001,15000000,8757,548.607606116129,83.2601721138781,98.4779332467733,465.347434002251,450.129672869356,457.738553435804,0.001070742
"14",15000001,15500000,12207,1015.43834170178,214.108798256115,125.762309771002,801.329543445667,889.67603193078,845.502787688223,0.003562664
"14",1500001,2000000,7490,677.57716682319,56.2220757550385,45.6993955583603,621.355091068152,631.87777126483,626.616431166491,0.005266181
"14",15500001,16000000,11281,962.407335622906,82.9856626744731,39.596670725412,879.421672948432,922.810664897494,901.116168922963,-0.000485188
"14",16000001,16500000,450,881.754945389021,91.1663057849128,45.9811592715414,790.588639604108,835.773786117479,813.181212860793,0.074253002
"14",2000001,2500000,6742,666.295790351534,117.75952215679,70.7863973043859,548.536268194744,595.509393047148,572.022830620946,0.005906248
"14",2500001,3000000,8306,897.671490813198,156.428962631704,158.834557320108,741.242528181494,738.83693349309,740.039730837292,0.002383432
"14",3000001,3500000,7778,967.749955465813,208.691771088066,135.617632321824,759.058184377747,832.132323143989,795.595253760868,0.010814283
"14",3500001,4000000,9722,815.123925086111,209.311860408023,85.4614623577654,605.812064678088,729.662462728345,667.737263703217,0.005993746
"14",4000001,4500000,10270,913.748102737387,30.1804352171312,61.3108994176728,883.567667520256,852.437203319714,868.002435419985,0.013617072
"14",4500001,5000000,15990,813.116787300969,85.8844427445438,46.9240764141432,727.232344556425,766.192710886826,746.712527721626,0.008515784
"14",5000001,5500000,12095,947.534120153054,78.440997927828,76.6473750891455,869.093122225226,870.886745063908,869.989933644567,0.007720944
"14",500001,1000000,12486,1025.88446701958,218.086556522641,167.27353995532,807.797910496942,858.610927064263,833.204418780602,0.002497445
"14",5500001,6000000,11672,1307.87407169212,139.275838613161,148.100515735685,1168.59823307896,1159.77355595643,1164.18589451769,0.013988234
"14",6000001,6500000,11824,1464.35280931281,301.971363212127,154.167959042446,1162.38144610068,1310.18485027037,1236.28314818552,0.007010585
"14",6500001,7000000,13128,1790.80865586945,285.623040834442,108.182510470069,1505.18561503501,1682.62614539938,1593.90588021719,-0.005056212
"14",7000001,7500000,11649,1998.15504357329,256.197115751944,383.759927175386,1741.95792782135,1614.39511639791,1678.17652210963,0.016234531
"14",7500001,8000000,13491,1114.85568488401,65.0841963565035,122.477374395152,1049.77148852751,992.378310488857,1021.07489950818,0.011829011
"14",8000001,8500000,13275,1115.41951508383,101.585203367518,118.218476198206,1013.83431171632,997.201038885629,1005.51767530097,0.013687873
"14",8500001,9000000,11933,1437.8380744821,306.82691854515,256.121164400538,1131.01115593695,1181.71691008157,1156.36403300926,0.000381035
"14",9000001,9500000,10844,1219.06089663823,24.5290517076792,134.317984952679,1194.53184493055,1084.74291168555,1139.63737830805,-0.004435276
"14",9500001,10000000,14465,798.985740552424,67.2013787977048,27.8267945145199,731.784361754719,771.158946037904,751.471653896311,0.003334988
"15",1,500000,13335,1123.30830056459,197.424118618132,319.535164188012,925.884181946458,803.773136376578,864.828659161518,0.003087565
"15",10000001,10500000,10812,990.993576836685,60.0546532824519,135.405353683978,930.938923554233,855.588223152707,893.26357335347,-0.004472521
"15",1000001,1500000,9948,888.404073070502,129.34750035996,88.6213300647505,759.056572710542,799.782743005751,779.419657858147,0.013822341
"15",10500001,11000000,9746,784.322659849451,104.10814783047,45.1340243901941,680.214512018982,739.188635459257,709.701573739119,-0.000644363
"15",11000001,11500000,11562,794.310736008367,88.6584865163604,122.477396125876,705.652249492006,671.833339882491,688.742794687249,0.000132818
"15",11500001,12000000,10593,639.403185353789,135.144056289369,66.499233883791,504.25912906442,572.903951469998,538.581540267209,-0.00141796
"15",12000001,12500000,7343,583.450922070362,26.382562601153,29.3301754610147,557.068359469209,554.120746609347,555.594553039278,0.004844995
