chromosome,window_start,window_end,snp_count,T2D,T1D_p1,T1D_p2,new_term_p1,new_term_p2,T2D_diff
1,1118773,1132594,500,436.8256312718913,22.776644613329154,26.824184059142226,414.04898665856217,410.0014472127491,412.02521693565564
1,1132595,1160647,500,352.1848334275928,23.810277656216385,24.18391662863951,328.37455577137644,328.0009167989533,328.1877362851649
1,1160648,1180252,500,313.86976746310575,52.84352176159791,57.500363250009286,261.02624570150783,256.36940421309646,258.69782495730215
1,1180253,1213160,500,359.6837452689542,31.035227393016612,50.89005470347274,328.6485178759376,308.7936905654815,318.72110422070955
1,1213161,1223393,500,391.7556841268988,46.996063644854075,30.79134855241591,344.75962048204474,360.9643355744829,352.8619780282638
1,1223394,1236763,500,364.566004554762,16.63750726561102,35.26520836664167,347.928497289151,329.30079618812033,338.61464673863566
1,1236764,1252285,500,382.93892006033184,44.27259456919546,46.03525715026535,338.6663254911364,336.9036629100665,337.78499420060143
1,1252286,1292451,500,470.686848986782,53.076354865697795,48.19589400451741,417.61049412108423,422.4909549822646,420.0507245516744
1,1292452,1325023,500,394.3824692402677,26.59483787188674,46.42263004116376,367.78763136838097,347.95983919910395,357.87373528374246
1,1325024,1331806,500,483.167084632978,51.938359811528244,100.46425814600707,431.22872482144976,382.70282648697093,406.96577565421035
1,1331807,1353462,500,447.16546730014306,51.91298544302481,35.44445132052533,395.25248185711825,411.72101597961773,403.486748918368
1,1353463,1382097,500,302.25775552694176,16.9925511654601,24.69940549934836,285.26520436148166,277.5583500275934,281.41177719453754
1,1382098,1411042,500,416.7104229819897,48.07796057282576,59.49208032883416,368.63246240916396,357.21834265315556,362.92540253115976
1,1411043,1427127,500,359.7587577872973,62.04149849755959,50.41195417797735,297.71725928973774,309.34680360932,303.53203144952886
1,1427128,1447728,500,369.8688509289186,34.64418705600747,35.207302503336905,335.22466387291115,334.6615484255817,334.94310614924643
1,1447729,1463011,500,435.79213841519504,61.25646555358344,33.11905273706088,374.5356728616116,402.67308567813416,388.6043792698729
1,1463012,1478797,500,460.55732191920924,29.601703753221955,57.809360530511185,430.9556181659873,402.74796138869806,416.8517897773427
1,1478798,1519129,500,381.95349772581176,22.555580418923455,30.417386357969008,359.3979173068883,351.53611136784275,355.4670143373655
1,1519130,1553485,500,397.10037068133806,50.980062585168525,21.807634303370378,346.12030809616954,375.2927363779677,360.7065222370686
1,1553486,1622301,500,348.2518025168465,25.353342458068255,15.395707166612738,322.89846005877826,332.8560953502338,327.877277704506
1,1622302,1643292,500,564.019926281213,86.0969537096762,33.6872831674541,477.9229725715368,530.3326431137589,504.1278078426478
1,1643293,1665642,500,357.8381277567478,26.457833672222478,42.474542967621346,331.3802940845253,315.36358478912643,323.37193943682587
1,1665643,1678016,500,489.032252044326,152.72569708230003,118.15119462619487,336.306554962026,370.88105741813115,353.59380619007857
1,1678017,1701853,500,386.5080117539783,55.28928476285182,23.3846831242804,331.21872699112646,363.1233286296979,347.17102781041217
1,1701854,1719797,500,346.9903667629769,32.55636444726497,22.823263784887786,314.43400231571195,324.16710297808913,319.30055264690054
1,1719798,1777732,500,375.48822553754144,56.50659772581366,39.06623522324708,318.9816278117278,336.42199031429436,327.70180906301107
1,1777733,1808923,500,448.55293825742865,72.73235479559025,93.66154772809114,375.8205834618384,354.8913905293375,365.35598699558795
1,1808924,1825182,500,428.9543621604771,54.66188625076211,29.096462337098274,374.292475909715,399.85789982337883,387.0751878665469
1,1825183,1843070,500,380.5818676394583,27.316314405715275,19.557733386663585,353.26555323374305,361.02413425279474,357.1448437432689
1,1843071,1850537,500,341.82174571778705,82.22837875380992,48.274256127129775,259.59336696397713,293.5474895906573,276.5704282773172
1,1850538,1871027,500,400.6665293963588,60.043178052653275,42.43347932294091,340.6233513437055,358.23305007341787,349.4282007085617
1,1871028,1895867,500,388.4275100239738,39.56723689591945,33.995454941653406,348.86027312805436,354.4320550823204,351.6461641051874
1,1895868,1911714,500,335.7159743256216,16.170923619569294,13.577071409241398,319.5450507060523,322.1389029163802,320.8419768112162
1,1911715,1947894,500,440.0280160439597,13.727533709113231,33.40977208860613,426.3004823348465,406.6182439553536,416.45936314510004
1,1947895,1957823,500,429.4696842843596,45.774656679323016,23.137048689155563,383.69502760503656,406.332635595204,395.0138316001203
1,1957824,1968232,500,371.90073730347103,57.72477201536003,27.15924771362006,314.175965288111,344.74148958985097,329.458727438981
1,1968233,1979114,500,377.42359123086044,32.84502170365886,18.87259245509631,344.5785695272016,358.5509987757641,351.56478415148285
1,1979115,1986623,500,352.6009528755649,38.40154285378685,13.460780885302484,314.199410021778,339.1401719902624,326.6697910060202
1,1986624,2002266,500,407.2840374820562,35.08753419922141,43.46391507146882,372.1965032828348,363.8201224105874,368.0083128467111
1,2002267,2016046,500,438.629991354941,60.74584703103483,10.459901890833407,377.8841443239062,428.1700894641076,403.0271168940069
1,2016047,2026451,500,512.1639257428342,60.32806273435517,61.96153151302315,451.835863008479,450.20239422981103,451.019128619145
1,2026452,2037134,500,400.28935105937217,43.61532770197937,22.069430599861334,356.6740233573928,378.21992045951083,367.4469719084518
1,2037135,2045631,500,453.6578744527369,65.27700795347664,27.790331149772555,388.38086649926026,425.86754330296435,407.1242049011123
1,2045632,2055360,500,436.1174621604114,36.308874232246126,19.246530784359493,399.80858792816525,416.8709313760519,408.33975965210857
1,2055361,2074939,500,408.68028464624786,70.60223118164413,47.808841290010605,338.0780534646037,360.87144335623725,349.4747484104205
1,2074940,2088875,500,375.82714504025716,41.21829751766563,21.580555771564832,334.60884752259153,354.24658926869233,344.42771839564193
1,2088876,2103545,500,413.52811756764095,38.52631061682587,30.61959975256741,375.0018069508151,382.90851781507354,378.9551623829443
1,2103546,2114258,500,359.4272702124481,23.319635552195905,30.808762417109392,336.1076346602522,328.6185077953387,332.36307122779544
1,2114259,2122763,500,356.834323729021,21.39653391763386,51.770060200248736,335.4377898113871,305.06426352877224,320.2510266700797
1,2122764,2133899,500,356.76926851665485,40.72786799510868,27.668192137974984,316.04140052154617,329.10107637867986,322.571238450113
1,2133900,2152737,500,392.1133112171856,30.812464053026815,22.612339445169255,361.30084716415877,369.5009717720163,365.40090946808755
1,2152738,2164015,500,373.40390648748235,25.395365334075905,31.609654164116364,348.00854115340644,341.794252323366,344.9013967383862
1,2164016,2204670,500,385.64109756854486,32.45442153503791,11.175846396919951,353.18667603350696,374.4652511716249,363.82596360256593
1,2204671,2225664,500,346.53430205934274,13.614800519883829,22.290441483770337,332.9195015394589,324.2438605755724,328.58168105751565
1,2225665,2239388,500,420.0545821832038,47.52234193989352,70.72685343075955,372.5322402433103,349.3277287524443,360.9299844978773
1,2239389,2252024,500,358.96161173337896,71.29456552152351,39.608946215767446,287.66704621185545,319.3526655176115,303.5098558647335
1,2252025,2274343,500,346.38421992792064,21.266327913166606,32.880058782323886,325.11789201475403,313.50416114559675,319.3110265801754
1,2274344,2323878,500,373.7136850991892,36.47233928913829,45.92175915679309,337.2413458100509,327.7919259423961,332.5166358762235
1,2323879,2343693,500,369.8723981381045,30.14451391125567,33.94371563452569,339.7278842268488,335.9286825035788,337.8282833652138
1,2343694,2364646,500,363.1878448075331,54.53960889350674,31.68450837150067,308.6482359140264,331.50333643603244,320.0757861750294
1,2364647,2388937,500,460.705476316316,95.15937656729693,51.082143296820504,365.54609974901905,409.6233330194955,387.58471638425726
1,2388938,2401413,500,365.988653146067,45.2618846631085,31.278141043078904,320.7267684829585,334.7105121029881,327.7186402929733
1,2401414,2412856,500,342.8929824052884,52.35326085031102,16.275900214054673,290.5397215549774,326.61708219123375,308.5784018731056
1,2412857,2428657,500,402.86960409738276,43.821453697430115,28.29752782311334,359.04815039995265,374.5720762742694,366.81011333711103
1,2428658,2439745,500,361.4298529982543,26.82685745867093,32.637416791944815,334.6029955395834,328.7924362063095,331.69771587294645
1,2439746,2454045,500,464.66050941183676,51.71856125032173,40.676821722059685,412.94194816151503,423.98368768977707,418.46281792564605
1,2454046,2465104,500,478.97880354192057,43.65967984855797,41.630156968708434,435.3191236933626,437.34864657321214,436.33388513328737
1,2465105,2485533,500,439.79199979132227,40.65068217868702,25.37568240320161,399.14131761263525,414.41631738812066,406.77881750037795
1,2485534,2508693,500,404.00621783835595,49.61615315869585,14.147549528723175,354.3900646796601,389.8586683096328,372.12436649464644
1,2508694,2533391,500,469.18369966719183,41.69072180387684,23.05510373125253,427.492977863315,446.1285959359393,436.81078689962715
1,2533392,2565338,500,684.4867287805164,97.44146078767244,45.87319682554062,587.045267992844,638.6135319549758,612.8293999739099
1,2565339,2584300,500,596.7647710222773,64.47792123356976,54.38755100799062,532.2868497887075,542.3772200142866,537.3320349014971
1,2584301,2597211,500,411.9569592940179,20.79024963483971,57.96200367957226,391.1667096591782,353.99495561444564,372.5808326368119
1,2597212,2617040,500,343.3611691897622,47.84231225456733,18.973357212963492,295.5188569351949,324.38781197679873,309.9533344559968
1,2617041,2637365,500,386.92265982096797,33.4551255022634,36.578598933620015,353.46753431870457,350.34406088734795,351.90579760302626
1,2637366,2653843,500,437.2848824816483,48.16654802674111,36.10243684654142,389.1183344549072,401.1824456351069,395.15039004500704
1,2653844,2672677,500,407.3024956814379,25.432005234215467,11.386725852413747,381.87049044722244,395.91576982902416,388.8931301381233
1,2672678,2699789,500,513.490836338894,68.51629012463854,12.370736268354904,444.9745462142555,501.12010007053914,473.0473231423973
1,2699790,2724071,500,464.6680174549956,33.99472973595584,28.167794713660896,430.67328771903976,436.5002227413347,433.58675523018724
1,2724072,2739670,500,455.2307601099783,29.183628549063542,32.11112256388333,426.04713156091475,423.11963754609496,424.58338455350486
1,2739671,2759917,500,435.40771480521016,37.34198012154957,35.618805596640414,398.0657346836606,399.78890920856975,398.92732194611517
1,2759918,2784067,500,348.45714273169233,38.23940719865368,63.571526148593875,310.21773553303865,284.88561658309845,297.55167605806855
1,2784068,2802820,500,438.91889257802177,72.66271446950122,31.581135071199242,366.25617810852054,407.3377575068225,386.79696780767154
1,2802821,2824424,500,448.8641145331603,41.57905006499459,28.969875640817918,407.28506446816573,419.8942388923424,413.58965168025406
1,2824425,2839517,500,408.1056359546519,20.2441193671184,46.96501618778393,387.8615165875335,361.140619766868,374.50106817720075
1,2839518,2880179,500,359.9754924992485,36.31153010289563,16.305315444455573,323.6639623963529,343.67017705479293,333.6670697255729
1,2880180,2922931,500,365.2267434491969,35.905750518059904,22.170938417173602,329.32099293113697,343.0558050320233,336.1883989815801
1,2922932,2944289,500,494.529346040762,77.8810638072382,62.052899543909916,416.6482822335238,432.4764464968521,424.56236436518793
1,2944290,2993952,500,369.15806817278917,40.391654419814586,41.007702269441324,328.7664137529746,328.15036590334785,328.4583898281612
1,2993953,3020124,500,335.3252890942522,40.990074018723135,30.370947477269056,294.33521507552905,304.95434161698313,299.6447783462561
1,3020125,3035665,500,463.99307619236333,63.45419512243279,76.02118674832809,400.53888106993054,387.97188944403524,394.2553852569829
1,3035666,3047231,500,602.225106868982,70.04532302452844,55.87691654506398,532.1797838444536,546.3481903239181,539.2639870841858
1,3047232,3075328,500,569.0804366439679,66.77629196966427,65.57894827875134,502.30414467430364,503.5014883652166,502.9028165197601
1,3075329,3092692,500,438.77770343307475,32.93845249627884,57.046026764512135,405.8392509367959,381.7316766685626,393.78546380267926
1,3092693,3111428,500,379.50286767597936,41.04354206570497,38.19196357042529,338.4593256102744,341.3109041055541,339.88511485791423
1,3111429,3152747,500,385.9051515441806,53.39477372377587,36.829589455569476,332.51037782040476,349.07556208861115,340.79296995450795
1,3152748,3195993,500,436.63430323826833,35.26094440032284,33.81156080503115,401.3733588379455,402.8227424332372,402.09805063559133
1,3195994,3225518,500,456.1326681208566,56.66864290070043,38.970627646988305,399.46402522015615,417.1620404738683,408.3130328470122
1,3225519,3242626,500,502.6186283395855,68.56633635312846,34.63973483912196,434.052291986457,467.9788935004635,451.0155927434603
1,3242627,3263995,500,523.8738025565035,25.515657040635233,17.83565418470971,498.3581455158683,506.0381483717938,502.19814694383103
1,3263996,3290959,500,383.7353468943056,29.68757499138337,30.71359946810844,354.04777190292225,353.0217474261972,353.5347596645597
1,3290960,3307051,500,455.93789645732886,42.008950371492574,53.52477736777382,413.9289460858363,402.41311908955504,408.17103258769566
1,3307052,3317901,500,373.3438313626739,28.008355406358532,23.479088425842292,345.33547595631535,349.8647429368316,347.60010944657347
1,3317902,3340001,500,404.91384808226394,53.81076192322598,21.804390869594044,351.10308615903796,383.1094572126699,367.1062716858539
1,3340002,3358147,500,347.37145523150775,34.69223617778334,17.11745991114094,312.6792190537244,330.2539953203668,321.4666071870456
1,3358148,3386859,500,717.0876078441597,68.85260956457023,18.293481569669893,648.2349982795895,698.7941262744898,673.5145622770397
1,3386860,3402389,500,443.334892880237,34.538413005713664,18.096225959101048,408.79647987452336,425.238666921136,417.01757339782966
1,3402390,3427304,500,411.76725335444735,42.418390263438596,33.750691772674145,369.34886309100875,378.0165615817732,373.682712336391
1,3427305,3437305,500,524.4523926959728,29.224944942333423,40.665631083593325,495.22744775363935,483.78676161237945,489.5071046830094
1,3437306,3457641,500,447.7528322221433,30.448034566215938,22.70590277688416,417.30479765592736,425.04692944525914,421.17586355059325
1,3457642,3481817,500,520.3536638614869,53.65390490436084,43.51144781417588,466.69975895712605,476.842216047311,471.77098750221853
1,3481818,3505620,500,533.4766306814936,36.88440058602191,76.56400680185561,496.5922300954717,456.912623879638,476.7524269875548
1,3505621,3524358,500,471.60708915730174,46.115033443978064,44.96522524707143,425.4920557133237,426.6418639102303,426.066959811777
1,3524359,3546200,500,367.3387677266219,23.36137963368128,28.102750763959193,343.9773880929406,339.2360169626627,341.60670252780164
1,3546201,3556504,500,376.87925424828336,44.62609634133787,51.789858810205715,332.2531579069455,325.08939543807764,328.67127667251157
1,3556505,3570568,500,370.7628390806667,63.376883276343506,16.840357622078955,307.3859558043232,353.92248145858775,330.6542186314555
1,3570569,3585307,500,391.9527874658688,36.86271322053108,57.15579846112723,355.09007424533775,334.7969890047416,344.94353162503967
1,3585308,3607426,500,389.59780698655413,18.084912198628444,16.41230765368846,371.5128947879257,373.1854993328657,372.3491970603957
1,3607427,3627419,500,449.1744602310564,51.222814875100084,41.080119286853005,397.9516453559563,408.0943409442034,403.02299315007986
1,3627420,3637456,500,413.54912395098927,54.320085450582155,25.037444816725838,359.2290385004071,388.51167913426343,373.8703588173353
1,3637457,3646555,500,495.78060110025035,32.941139338347966,32.22927924325131,462.8394617619024,463.55132185699904,463.1953918094507
1,3646556,3660327,500,411.7753608347857,40.29566447135676,35.50835415401798,371.47969636342896,376.26700668076774,373.87335152209835
1,3660328,3679152,500,339.77578054895093,38.62816036510412,34.39373841917313,301.1476201838468,305.3820421297778,303.2648311568123
1,3679153,3710154,500,366.47006510561005,37.33858896732818,30.809874812201997,329.13147613828187,335.66019029340805,332.39583321584496
1,3710155,3719654,500,499.6683470529979,50.53503919902232,27.49428327695341,449.13330785397557,472.1740637760445,460.65368581501
1,3719655,3731059,500,378.5324704780305,50.35900488609241,27.645399457384883,328.1734655919381,350.88707102064564,339.5302683062919
1,3731060,3745053,500,510.4265348274348,43.79480075172023,32.85553140927004,466.6317340757146,477.57100341816476,472.10136874693967
1,3745054,3752834,500,880.658290278293,134.05257881148464,53.18917597618383,746.6057114668083,827.4691143021091,787.0374128844587
1,3752835,3772429,500,630.1452632268456,126.272822782621,137.12500900333907,503.8724404442246,493.0202542235065,498.44634733386556
1,3772430,3785449,500,677.646987143301,223.22133982109835,46.293310079527146,454.4256473222026,631.3536770637738,542.8896621929882
1,3785450,3806094,500,705.4259945313315,97.36788443313299,51.734710828913194,608.0581100981985,653.6912837024183,630.8746969003084
1,3806095,3827499,500,878.6733494353821,149.08033568382552,254.56646779467883,729.5930137515566,624.1068816407033,676.8499476961299
1,3827500,3852026,500,580.9575223946404,85.13123235948478,44.76975186122763,495.8262900351556,536.1877705334127,516.0070302842842
1,3852027,3869908,500,741.6717418474027,182.86953718352152,48.686047606067405,558.8022046638812,692.9856942413353,625.8939494526082
1,3869909,3889422,500,362.6700335370524,29.740204541755702,46.04411716083541,332.9298289952967,316.625916376217,324.77787268575685
1,3889423,3907556,500,375.64079594602936,37.819077477485735,44.53183296540965,337.8217184685436,331.1089629806197,334.46534072458167
1,3907557,3921461,500,565.7829313065504,70.67872264751622,96.93619652580628,495.10420865903416,468.8467347807441,481.97547171988913
1,3921462,3953156,500,393.0719829792224,109.51675834805883,51.67118615313757,283.5552246311636,341.40079682608484,312.4780107286242
1,3953157,3962491,500,446.5104584292121,56.21941542331297,76.30275684096841,390.29104300589916,370.2077015882437,380.24937229707143
1,3962492,3972400,500,551.8996435031768,91.42758545440847,60.74769205585699,460.4720580487683,491.1519514473198,475.81200474804405
1,3972401,3986055,500,527.268067697988,55.23042131978946,79.29686257436242,472.0376463781986,447.9712051236256,460.0044257509121
1,3986056,4001526,500,459.0193300995161,44.51734042067892,38.85553152343891,414.50198967883716,420.16379857607717,417.33289412745717
1,4001527,4028388,500,467.7361325385382,71.97007138399294,20.243116893141632,395.76606115454524,447.49301564539655,421.6295383999709
1,4028389,4062163,500,459.4242294116211,67.52823724690552,33.22141532816522,391.8959921647156,426.2028140834559,409.04940312408576
1,4062164,4081901,500,419.64198017074796,34.30839367468434,46.81726242102923,385.3335864960636,372.82471774971873,379.0791521228912
1,4081902,4106762,500,334.79496404107795,16.807873224737705,22.395390178687194,317.98709081634024,312.39957386239075,315.1933323393655
1,4106763,4124332,500,519.3724092728135,50.109795536896854,54.06093704988689,469.2626137359166,465.31147222292657,467.2870429794216
1,4124333,4146912,500,461.1804387832599,41.03385308155248,38.267705983502765,420.1465857017074,422.9127327997571,421.52965925073227
1,4146913,4167692,500,419.5605306977277,41.70748994165115,68.67223081630164,377.85304075607655,350.88829988142606,364.3706703187513
1,4167693,4196878,500,376.91885117711263,46.979677515496405,34.73270240734382,329.9391736616162,342.1861487697688,336.0626612156925
1,4196879,4225310,500,439.74362053544337,87.51243899862675,33.01428621527202,352.2311815368166,406.72933432017135,379.480257928494
1,4225311,4251325,500,334.8884950248539,24.752839286438757,16.413888457829216,310.13565573841515,318.4746065670247,314.3051311527199
1,4251326,4300367,500,411.6186800295118,35.02890861501419,24.956324185879566,376.5897714144976,386.6623558436322,381.6260636290649
1,4300368,4324644,500,353.5002428872913,51.976513046166474,45.323932843110924,301.5237298411248,308.17631004418035,304.8500199426526
1,4324645,4350768,500,262.60558626514467,30.17035205047887,17.956144560654593,232.4352342146658,244.64944170449007,238.54233795957794
1,4350769,4380052,500,412.0150561830069,56.70359630120038,28.434230832444882,355.3114598818065,383.580825350562,369.44614261618426
1,4380053,4407204,500,393.47811202954654,79.39052195050044,31.343777548088838,314.0875900790461,362.1343344814577,338.1109622802519
1,4407205,4440571,500,377.0980012562586,26.974795953041394,36.0800763734851,350.1232053032172,341.0179248827735,345.57056509299537
1,4440572,4475898,500,325.5391528420132,44.46638179088313,29.59758606373316,281.0727710511301,295.94156677828005,288.50716891470506
1,4475899,4485643,500,440.1167626701281,38.82657950820703,63.36610619802923,401.29018316192105,376.75065647209885,389.02041981700995
1,4485644,4503336,500,355.28539061821994,38.845069449890616,16.20809682923391,316.4403211683293,339.077293788986,327.7588074786577
1,4503337,4518989,500,338.8647025382852,28.974034940129968,46.03049952024867,309.89066759815523,292.83420301803653,301.3624353080959
1,4518990,4540946,500,369.9880513207181,25.56452159127366,24.495550064669715,344.42352972944445,345.4925012560484,344.9580154927464
1,4540947,4558651,500,655.4711634332753,42.60919274558091,78.80548350176059,612.8619706876943,576.6656799315147,594.7638253096045
1,4558652,4574953,500,503.8878548952016,37.58612001192796,24.243550469504044,466.30173488327364,479.64430442569756,472.9730196544856
1,4574954,4584117,500,667.6178364673233,39.3221875484428,34.306482406483156,628.2956489188805,633.3113540608401,630.8035014898603
1,4584118,4594224,500,654.945504600405,42.71157751168312,43.220338406236806,612.2339270887219,611.7251661941682,611.979546641445
1,4594225,4603068,500,717.6368794894443,62.20584383053301,26.587528995579305,655.4310356589112,691.049350493865,673.2401930763881
1,4603069,4612139,500,1004.1193903959902,41.543667803321114,93.91384712175204,962.5757225926691,910.2055432742382,936.3906329334536
1,4612140,4621861,500,877.0225039141806,141.93069352725706,165.0463384706036,735.0918103869235,711.976165443577,723.5339879152502
1,4621862,4631198,500,535.9766802048098,31.13493020700662,124.7420492065844,504.84174999780316,411.2346309982254,458.0381904980143
1,4631199,4640539,500,469.6779891230508,32.81099650004944,28.242037861421068,436.86699262300135,441.4359512616297,439.15147194231554
1,4640540,4654781,500,746.835309299061,80.4488309271037,65.60075731174402,666.3864783719573,681.234551987317,673.8105151796372
1,4654782,4668446,500,535.2490328483773,59.8963730499172,31.75666085357716,475.3526597984601,503.4923719948001,489.4225158966301
1,4668447,4674839,500,509.3148347970309,49.48568062875984,27.719132199494197,459.8291541682711,481.59570259753673,470.7124283829039
1,4674840,4688898,500,354.0991859630476,28.42114015998959,18.398761135406403,325.678045803058,335.7004248276412,330.6892353153496
1,4688899,4709561,500,505.19840464337267,37.63667158373573,37.387440760174286,467.56173305963694,467.8109638831984,467.68634847141766
1,4709562,4722797,500,632.6881008437167,62.42221800367497,37.211462782021954,570.2658828400417,595.4766380616948,582.8712604508682
1,4722798,4737002,500,480.024874730545,68.83481210926584,22.09885629818791,411.19006262127914,457.92601843235707,434.5580405268181
1,4737003,4745208,500,614.5462415634265,44.169349375459205,68.71317050502012,570.3768921879673,545.8330710584064,558.1049816231869
1,4745209,4759570,500,521.7087116920666,69.89459672269095,25.19883010756348,451.8141149693756,496.5098815845031,474.16199827693936
1,4759571,4769858,500,675.0755875990144,88.02997646118274,54.46346088404971,587.0456111378317,620.6121267149647,603.8288689263982
1,4769859,4781631,500,878.4991471753256,36.16078841706985,66.75965211445464,842.3383587582557,811.7394950608709,827.0389269095633
1,4781632,4794458,500,634.2686811053909,21.823777555246124,40.86842627785791,612.4449035501448,593.400254827533,602.9225791888389
1,4794459,4809654,500,624.4291779873556,46.84050070833928,45.74801768908219,577.5886772790163,578.6811602982734,578.1349187886449
1,4809655,4820812,500,677.6417551149698,29.718711827029438,28.802658175865872,647.9230432879403,648.8390969391039,648.3810701135221
1,4820813,4850994,500,520.2160773980831,40.11532399443695,33.49417271212178,480.1007534036462,486.72190468596136,483.4113290448038
1,4850995,4862903,500,609.3185041585812,30.96308494618097,71.86524725299523,578.3554192124002,537.4532569055859,557.9043380589931
1,4862904,4932329,500,395.6450619109364,28.400624527615037,24.042570206755045,367.2444373833214,371.6024917041814,369.4234645437514
1,4932330,4950170,500,474.98616825280897,58.564742367332656,50.98237416965094,416.4214258854763,424.003794083158,420.21260998431717
1,4950171,4962748,500,537.4395963662928,57.71418528080358,19.67250574428408,479.7254110854892,517.7670906220087,498.74625085374896
1,4962749,4971129,500,506.1443496895081,42.03853108760495,46.467491174938914,464.10581860190314,459.6768585145692,461.89133855823616
1,4971130,4980501,500,590.222088892051,51.70924974336867,103.28448845135063,538.5128391486824,486.9376004407004,512.7252197946914
1,4980502,4994454,500,722.8113242276122,56.95132568008103,87.77347391314834,665.8599985475312,635.0378503144639,650.4489244309975
1,4994455,5004939,500,756.3950002893098,66.1070243790391,136.01141690474424,690.2879759102707,620.3835833845656,655.3357796474181
1,5004940,5019645,500,559.9789814416035,66.07730911186536,18.629420664626196,493.9016723297382,541.3495607769773,517.6256165533578
1,5019646,5028903,500,854.6640423844647,154.59493962326997,81.03735531918119,700.0691027611947,773.6266870652835,736.8478949132391
1,5028904,5047629,500,625.1028579960275,55.6720759832715,38.806678375302,569.430782012756,586.2961796207255,577.8634808167408
1,5047630,5059120,500,476.32402864121286,39.89955076645856,17.325790853009494,436.4244778747543,458.99823778820337,447.71135783147884
1,5059121,5090667,500,495.84743747823813,51.363493943660615,43.50067487693923,444.4839435345775,452.3467626012989,448.4153530679382
1,5090668,5126992,500,708.4015268294224,29.13215728580326,26.281721220988402,679.2693695436192,682.119805608434,680.6945875760266
1,5126993,5159208,500,460.04407279475527,29.3325532547924,47.68357651374026,430.71151953996286,412.360496281015,421.53600791048893
1,5159209,5177560,500,392.48469730060606,24.830953699994097,38.656734503681946,367.65374360061196,353.8279627969241,360.74085319876804
1,5177561,5206529,500,639.7248062424351,69.02668681681916,39.964448795895805,570.6981194256159,599.7603574465393,585.2292384360776
1,5206530,5258542,500,609.5813302996812,60.23957060144494,43.73323360237282,549.3417596982363,565.8480966973084,557.5949281977723
1,5258543,5282867,500,517.9580680765202,34.92489429431589,25.00019656766699,483.03317378220436,492.95787150885326,487.9955226455288
